,dish_name,prompt,sub_prompt,response_txt,finish_reason
28,Homemade Ranch Dressing,"I want to make a dish, Name of the Dish : ""Homemade Ranch Dressing"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Homemade Ranch Dressing,"

{
    ""dishName"": ""Homemade Ranch Dressing"",
    ""howTo"": ""In a medium bowl, whisk together 1/2 cup mayonnaise, 1/4 cup buttermilk, 1/4 cup sour cream, 1/2 teaspoon garlic powder, 1/2 teaspoon onion powder, 1/2 teaspoon dried parsley, 1/4 teaspoon dried dill, 1/4 teaspoon salt, 1/4 teaspoon black pepper, and 1/8 teaspoon paprika."",
    ""ingredients"": [
        ""Mayonnaise"",
        ""Buttermilk"",
        ""Sour Cream"",
        ""Garlic Powder"",
        ""Onion Powder"",
        ""Dried Parsley"",
        ""Dried Dill"",
        ""Salt"",
        ""Black Pepper"",
        ""Paprika""
    ],

    ""requiredQuantity"": ""<table><tr><th>Ingredient</th><th>Quantity</th></tr><tr><td>Mayonnaise</td><td>1/2 cup</td></tr><tr><td>Buttermilk</td><td>1/4 cup</td></tr><tr><td>Sour Cream</td><td>1/4 cup</td></tr><tr><td>Garlic Powder</td><td>1/2 teaspoon</td></tr><tr><td>Onion Powder</td><td>1/2 teaspoon</td></tr><tr><td>Dried Parsley</td><td>1/2 teaspoon</td></tr><tr><td>Dried Dill</td><td>1/4 teaspoon</td></tr><tr><td>Salt</td><td>1/4 teaspoon</td></tr><tr><td>Black Pepper</td><td>1/4 teaspoon</td></tr><tr><td>Paprika</td><td>1/8 teaspoon</td></tr></table>""
}",stop
29,Homemade Ranch Dressing,"I want to make a dish, Name of the Dish : ""Homemade Ranch Dressing"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Homemade Ranch Dressing,"

{
    ""dishName"": ""Homemade Ranch Dressing"",
    ""howTo"": ""In a medium bowl, whisk together 1/2 cup mayonnaise, 1/4 cup buttermilk, 1/4 cup sour cream, 1/4 teaspoon garlic powder, 1/4 teaspoon onion powder, 1/4 teaspoon dried parsley, 1/4 teaspoon dried dill, 1/4 teaspoon salt, and 1/4 teaspoon pepper. Taste and adjust seasonings as needed. Cover and refrigerate until ready to use."",
    ""ingredients"": [
        ""Mayonnaise"",
        ""Buttermilk"",
        ""Sour Cream"",
        ""Garlic Powder"",
        ""Onion Powder"",
        ""Dried Parsley"",
        ""Dried Dill"",
        ""Salt"",
        ""Pepper""
    ],

    ""requiredQuantity"": ""Mayonnaise: 1/2 cup<br>Buttermilk: 1/4 cup<br>Sour Cream: 1/4 cup<br>Garlic Powder: 1/4 teaspoon<br>Onion Powder: 1/4 teaspoon<br>Dried Parsley: 1/4 teaspoon<br>Dried Dill: 1/4 teaspoon<br>Salt: 1/4 teaspoon<br>Pepper: 1/4 teaspoon""
}",stop
30,Chicken Adobo,"I want to make a dish, Name of the Dish : ""Chicken Adobo"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Chicken Adobo,"

{
    ""dishName"": ""Chicken Adobo"",
    ""howTo"": ""In a large pot, combine the chicken, garlic, soy sauce, vinegar, bay leaves, peppercorns, and enough water to cover the chicken. Bring to a boil, reduce heat to low, and simmer for 45 minutes. Remove the chicken from the pot and set aside. Increase the heat to medium-high and reduce the sauce until it thickens. Return the chicken to the pot and simmer until the chicken is cooked through and the sauce is thick, about 10 minutes. Serve with steamed white rice."",
    ""ingredients"": [
        ""Chicken"",
        ""Garlic"",
        ""Soy Sauce"",
        ""Vinegar"",
        ""Bay Leaves"",
        ""Peppercorns"",
        ""Water""
    ],

    ""requiredQuantity"": ""<table><tr><th>Ingredient</th><th>Quantity</th></tr><tr><td>Chicken</td><td>1kg</td></tr><tr><td>Garlic</td><td>2 cloves</td></tr><tr><td>Soy Sauce</td><td>1/2 cup</td></tr><tr><td>Vinegar</td><td>1/2 cup</td></tr><tr><td>Bay Leaves</td><td>2</td></tr><tr><td>Peppercorns</td><td>1 tsp</td></tr><tr><td>Water</td><td>2 cups</td></tr></table>""
}",stop
31,Chicken Adobo,"I want to make a dish, Name of the Dish : ""Chicken Adobo"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Chicken Adobo,"

{
    ""dishName"": ""Chicken Adobo"",
    ""howTo"": ""In a large pot, combine chicken, garlic, soy sauce, vinegar, bay leaves, black pepper, and water. Bring to a boil, reduce heat, and simmer for 45 minutes. Remove chicken from pot and set aside. In a separate pan, heat oil and sauté garlic until golden brown. Add the chicken back into the pot and stir in the sautéed garlic. Simmer for an additional 10 minutes. Serve with steamed white rice."",
    ""ingredients"": [
        ""Chicken"",
        ""Garlic"",
        ""Soy Sauce"",
        ""Vinegar"",
        ""Bay Leaves"",
        ""Black Pepper"",
        ""Water"",
        ""Oil""
    ],
    ""requiredQuantity"": ""Chicken - 2 lbs <br>Garlic - 6 cloves <br>Soy Sauce - 1/2 cup <br>Vinegar - 1/2 cup <br>Bay Leaves - 2 <br>Black Pepper - 1 teaspoon <br>Water - 1 cup <br>Oil - 2 tablespoons""
}",stop
32,Chicken Adobo,"I want to make a dish, Name of the Dish : ""Chicken Adobo"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Chicken Adobo,"

{
    ""dishName"": ""Chicken Adobo"",
    ""howTo"": ""In a large pot, combine the chicken, garlic, onion, bay leaves, vinegar, soy sauce, and black pepper. Bring to a boil over high heat, then reduce heat to low and simmer for 30 minutes. Add the potatoes and simmer for an additional 15 minutes. Serve hot with steamed rice."",
    ""ingredients"": [
        ""Chicken"",
        ""Garlic"",
        ""Onion"",
        ""Bay Leaves"",
        ""Vinegar"",
        ""Soy Sauce"",
        ""Black Pepper"",
        ""Potatoes""
    ],

    ""requiredQuantity"": ""<table><tr><th>Ingredient</th><th>Quantity</th></tr><tr><td>Chicken</td><td>2 lbs</td></tr><tr><td>Garlic</td><td>4 cloves</td></tr><tr><td>Onion</td><td>1 medium</td></tr><tr><td>Bay Leaves</td><td>2</td></tr><tr><td>Vinegar</td><td>1/2 cup</td></tr><tr><td>Soy Sauce</td><td>1/2 cup</td></tr><tr><td>Black Pepper</td><td>1 teaspoon</td></tr><tr><td>Potatoes</td><td>2 medium</td></tr></table>""
}",stop
33,Spanish Garlic Shrimp,"I want to make a dish, Name of the Dish : ""Spanish Garlic Shrimp"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Spanish Garlic Shrimp,"

{
    ""dishName"": ""Spanish Garlic Shrimp"",
    ""howTo"": ""In a large skillet, heat oil over medium-high heat. Add garlic and sauté for 1 minute. Add shrimp and season with salt and pepper. Cook until shrimp are pink and cooked through, about 5 minutes. Add paprika, cumin, and oregano and cook for 1 minute. Add tomatoes and cook for 2 minutes. Add parsley and cook for 1 minute. Serve with rice or potatoes."",
    ""ingredients"": [
        ""Olive oil"",
        ""Garlic"",
        ""Shrimp"",
        ""Salt"",
        ""Pepper"",
        ""Paprika"",
        ""Cumin"",
        ""Oregano"",
        ""Tomatoes"",
        ""Parsley""
    ],

    ""requiredQuantity"": ""Olive oil - 2 tablespoons<br>Garlic - 4 cloves, minced<br>Shrimp - 1 pound, peeled and deveined<br>Salt - 1 teaspoon<br>Pepper - 1/2 teaspoon<br>Paprika - 1 teaspoon<br>Cumin - 1 teaspoon<br>Oregano - 1 teaspoon<br>Tomatoes - 2, diced<br>Parsley - 2 tablespoons, chopped""
}",stop
34,Spanish Garlic Shrimp,"I want to make a dish, Name of the Dish : ""Spanish Garlic Shrimp"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Spanish Garlic Shrimp,"

{
    ""dishName"": ""Spanish Garlic Shrimp"",
    ""howTo"": ""In a large skillet, heat oil over medium-high heat. Add garlic and cook, stirring, until fragrant, about 1 minute. Add shrimp and season with salt and pepper. Cook, stirring, until shrimp are pink and cooked through, about 3 minutes. Add the tomato sauce and cook, stirring, until heated through, about 2 minutes. Serve over cooked rice, if desired."",
    ""ingredients"": [
        ""Olive oil"",
        ""Garlic"",
        ""Shrimp"",
        ""Salt"",
        ""Pepper"",
        ""Tomato sauce""
    ],

    ""requiredQuantity"": ""Olive oil - 2 tablespoons<br>Garlic - 2 cloves, minced<br>Shrimp - 1 pound, peeled and deveined<br>Salt - 1/4 teaspoon<br>Pepper - 1/4 teaspoon<br>Tomato sauce - 1/2 cup""
}",stop
35,Spanish Garlic Shrimp,"I want to make a dish, Name of the Dish : ""Spanish Garlic Shrimp"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Spanish Garlic Shrimp,"

{
    ""dishName"": ""Spanish Garlic Shrimp"",
    ""howTo"": ""In a large skillet, heat oil over medium-high heat. Add garlic and cook, stirring, until fragrant, about 1 minute. Add shrimp and cook, stirring occasionally, until shrimp are pink and cooked through, about 4 minutes. Add paprika, cumin, and salt and pepper to taste. Stir in parsley and lemon juice. Serve over cooked rice or with crusty bread."",
    ""ingredients"": [
        ""Olive oil"",
        ""Garlic cloves"",
        ""Shrimp"",
        ""Smoked paprika"",
        ""Ground cumin"",
        ""Salt and pepper"",
        ""Fresh parsley"",
        ""Lemon juice""
    ],

    ""requiredQuantity"": ""Olive oil: 2 tablespoons<br>Garlic cloves: 4, minced<br>Shrimp: 1 pound, peeled and deveined<br>Smoked paprika: 1 teaspoon<br>Ground cumin: 1 teaspoon<br>Salt and pepper: to taste<br>Fresh parsley: 2 tablespoons, chopped<br>Lemon juice: 1 tablespoon""
}",stop
36,Avocado Berry Smoothie,"I want to make a dish, Name of the Dish : ""Avocado Berry Smoothie"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Avocado Berry Smoothie,"

{
    ""dishName"": ""Avocado Berry Smoothie"",
    ""howTo"": ""Combine all ingredients in a blender and blend until smooth. Pour into a glass and enjoy!"",
    ""ingredients"": [
        ""Avocado"",
        ""Frozen Berries"",
        ""Banana"",
        ""Almond Milk""
    ],
    ""requiredQuantity"": ""<table><tr><td>Avocado</td><td>1</td></tr><tr><td>Frozen Berries</td><td>1 cup</td></tr><tr><td>Banana</td><td>1</td></tr><tr><td>Almond Milk</td><td>1 cup</td></tr></table>""
}",stop
37,Avocado Berry Smoothie,"I want to make a dish, Name of the Dish : ""Avocado Berry Smoothie"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Avocado Berry Smoothie,"

{
    ""dishName"": ""Avocado Berry Smoothie"",
    ""howTo"": ""Add 1 cup of frozen berries, 1/2 an avocado, 1/2 cup of almond milk, 1/4 teaspoon of honey, and a few ice cubes to a blender. Blend until smooth. Pour into a glass and enjoy!"",
    ""ingredients"": [
        ""Frozen Berries"",
        ""Avocado"",
        ""Almond Milk"",
        ""Honey"",
        ""Ice Cubes""
    ],

    ""requiredQuantity"": ""Frozen Berries: 1 cup<br>Avocado: 1/2<br>Almond Milk: 1/2 cup<br>Honey: 1/4 teaspoon<br>Ice Cubes: Few""
}",stop
38,Avocado Berry Smoothie,"I want to make a dish, Name of the Dish : ""Avocado Berry Smoothie"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Avocado Berry Smoothie,"

{
    ""dishName"": ""Avocado Berry Smoothie"",
    ""howTo"": ""Add the avocado, banana, frozen berries, almond milk, honey, and ice to a blender. Blend until smooth. Serve immediately."",
    ""ingredients"": [
        ""Avocado"",
        ""Banana"",
        ""Frozen Berries"",
        ""Almond Milk"",
        ""Honey"",
        ""Ice""
    ],

    ""requiredQuantity"": ""Avocado - 1/2<br>Banana - 1<br>Frozen Berries - 1 cup<br>Almond Milk - 1/2 cup<br>Honey - 1 tablespoon<br>Ice - 1/2 cup""
}",stop
39,Butter Chicken,"I want to make a dish, Name of the Dish : ""Butter Chicken"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Butter Chicken,"

{
    ""dishName"": ""Butter Chicken"",
    ""howTo"": ""In a large bowl, combine the yogurt, garlic, ginger, garam masala, cumin, coriander, cayenne pepper, and salt. Add the chicken and stir to coat. Cover and refrigerate for at least 2 hours or overnight. Preheat the oven to 375 degrees F (190 degrees C). Grease a baking dish. Arrange the chicken in the dish. Bake in the preheated oven for 25 minutes. In a large skillet over medium heat, melt the butter. Stir in the tomato sauce, cream, and honey. Simmer for 10 minutes. Add the cooked chicken and heat through. Serve over hot cooked basmati rice."",
    ""ingredients"": [
        ""Yogurt"",
        ""Garlic"",
        ""Ginger"",
        ""Garam Masala"",
        ""Cumin"",
        ""Coriander"",
        ""Cayenne Pepper"",
        ""Salt"",
        ""Chicken"",
        ""Butter"",
        ""Tomato Sauce"",
        ""Cream"",
        ""Honey"",
        ""Basmati Rice""
    ],

    ""requiredQuantity"": ""<table><tr><td>Yogurt</td><td>1 cup</td></tr><tr><td>Garlic</td><td>2 cloves</td></tr><tr><td>Ginger</td><td>1 teaspoon</td></tr><tr><td>Garam Masala</td><td>1 teaspoon</td></tr><tr><td>Cumin</td><td>1 teaspoon</td></tr><tr><td>Coriander</td><td>1 teaspoon</td></tr><tr><td>Cayenne Pepper</td><td>1/2 teaspoon</td></tr><tr><td>Salt</td><td>1/2 teaspoon</td></tr><tr><td>Chicken</td><td>2 pounds</td></tr><tr><td>Butter</td><td>4 tablespoons</td></tr><tr><td>Tomato Sauce</td><td>1 cup</td></tr><tr><td>Cream</td><td>1/2 cup</td></tr><tr><td>Honey</td><td>2 tablespoons</td></tr><tr><td>Basmati Rice</td><td>3 cups</td></tr></table>""
}",stop
40,Butter Chicken,"I want to make a dish, Name of the Dish : ""Butter Chicken"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Butter Chicken,"

{
    ""dishName"": ""Butter Chicken"",
    ""howTo"": ""In a bowl, mix together the yogurt, garlic, ginger, garam masala, cumin, coriander, turmeric, cayenne pepper, and salt. Add the chicken and stir to coat. Cover and refrigerate for at least 30 minutes or overnight. Heat the butter in a large skillet over medium heat. Add the onions and cook until softened, about 5 minutes. Add the marinated chicken and cook until the chicken is cooked through, about 10 minutes. Add the tomato sauce and cream and bring to a simmer. Simmer for 10 minutes. Serve with basmati rice or naan."",
    ""ingredients"": [
        ""Yogurt"",
        ""Garlic"",
        ""Ginger"",
        ""Garam Masala"",
        ""Cumin"",
        ""Coriander"",
        ""Turmeric"",
        ""Cayenne Pepper"",
        ""Salt"",
        ""Chicken"",
        ""Butter"",
        ""Onions"",
        ""Tomato Sauce"",
        ""Cream""
    ],
    ""requiredQuantity"": ""Yogurt: 1/2 cup<br>Garlic: 2 cloves, minced<br>Ginger: 1 teaspoon, grated<br>Garam Masala: 1 teaspoon<br>Cumin: 1 teaspoon<br>Coriander: 1 teaspoon<br>Turmeric: 1/2 teaspoon<br>Cayenne Pepper: 1/4 teaspoon<br>Salt: 1/4 teaspoon<br>Chicken: 2 pounds, cut into bite-sized pieces<br>Butter: 4 tablespoons<br>Onions: 2, chopped<br>Tomato Sauce: 1 cup<br>Cream: 1/2 cup""
}",stop
41,Butter Chicken,"I want to make a dish, Name of the Dish : ""Butter Chicken"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Butter Chicken,"

{
    ""dishName"": ""Butter Chicken"",
    ""howTo"": ""In a large bowl, mix together the yogurt, garlic, ginger, garam masala, cumin, coriander, turmeric, cayenne pepper, and salt. Add the chicken and mix until the chicken is evenly coated. Cover the bowl and refrigerate for at least 1 hour. Heat the butter in a large skillet over medium heat. Add the chicken and cook until lightly browned, about 5 minutes per side. Add the tomato puree, cream, and garam masala. Bring to a simmer and cook for 10 minutes. Add the lemon juice and cook for an additional 5 minutes. Serve over hot cooked basmati rice."",
    ""ingredients"": [
        ""Yogurt"",
        ""Garlic"",
        ""Ginger"",
        ""Garam Masala"",
        ""Cumin"",
        ""Coriander"",
        ""Turmeric"",
        ""Cayenne Pepper"",
        ""Salt"",
        ""Chicken"",
        ""Butter"",
        ""Tomato Puree"",
        ""Cream"",
        ""Lemon Juice""
    ],
    ""requiredQuantity"": ""Yogurt - 1 cup, Garlic - 4 cloves, Ginger - 1 teaspoon, Garam Masala - 2 teaspoons, Cumin - 1 teaspoon, Coriander - 1 teaspoon, Turmeric - 1/2 teaspoon, Cayenne Pepper - 1/2 teaspoon, Salt - 1 teaspoon, Chicken - 2 pounds, Butter - 2 tablespoons, Tomato Puree - 1 cup, Cream - 1/2 cup, Lemon Juice - 1 tablespoon""
}",stop
42,Affogato,"I want to make a dish, Name of the Dish : ""Affogato"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Affogato,"

{
    ""dishName"": ""Affogato"",
    ""howTo"": ""Brew a double shot of espresso. Scoop 1-2 scoops of vanilla ice cream into a bowl. Pour espresso over the ice cream. Sprinkle with cocoa powder and serve."",
    ""ingredients"": [
        ""Espresso"",
        ""Vanilla Ice Cream"",
        ""Cocoa Powder""
    ],

    ""requiredQuantity"": ""Espresso: 2 shots<br>Vanilla Ice Cream: 1-2 scoops<br>Cocoa Powder: to taste""
}",stop
43,Affogato,"I want to make a dish, Name of the Dish : ""Affogato"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Affogato,"

{
    ""dishName"": ""Affogato"",
    ""howTo"": ""Brew a strong cup of espresso. Scoop a generous amount of vanilla ice cream into a bowl. Pour the espresso over the ice cream. Enjoy!"",
    ""ingredients"": [
        ""Espresso"",
        ""Vanilla Ice Cream""
    ],

    ""requiredQuantity"": ""Espresso - 1 cup<br>Vanilla Ice Cream - 1 scoop""
}",stop
44,Affogato,"I want to make a dish, Name of the Dish : ""Affogato"", Give me response back ONLY in the below JSON format, fill up everything that is enclosed by <..> (angle brackets):
{
    ""dishName"": ""<NAME OF THE DISH>"",
    ""howTo"": ""<HOW TO MAKE THE DISH IN HTML/TEXT FORMAT YOU CAN SKIP NEW LINE CHARACTER>"",
    ""ingredients"": [
        ""<INGREDITENT1 NAME ONLY>"",
        ""<INGREDITENT2 NAME ONLY>"",
        ""<INGREDITENT3 NAME ONLY>"".... and so on
    ],

    ""requiredQuantity"": ""<INGREDIENT ALONG WITH THEIR QUANTITY IN HTML TABLE AS TEXT YOU CAN SKIP NEW LINE CHARACTER>""
}",MAKE-DISH->Affogato,"

{
    ""dishName"": ""Affogato"",
    ""howTo"": ""Brew a double shot of espresso. Scoop 1-2 scoops of vanilla ice cream into a coffee cup. Pour the espresso over the ice cream. Serve immediately."",
    ""ingredients"": [
        ""Espresso"",
        ""Vanilla Ice Cream""
    ],

    ""requiredQuantity"": ""Espresso: 2 shots<br>Vanilla Ice Cream: 1-2 scoops""
}",stop
